productsku,sales_0,sales_1,sales_2,sales_3,sales_4,sales_5,sales_6,sales_7,sales_8,sales_9,sales_10,sales_11,avgSales,stddevSales,totalPLPViewsProductLevel,totalPLPClicksProductLevel,totalPDPCountProductLevel,totalATCProductLevel,totalReturns,totalUsers,totalAvailableQuantity,yQuantity,brandname,pricebucket
460698929002,612.0,286.0,649.0,929.0,292.0,22.0,57.0,242.0,236.0,330.0,156.0,673.0,373.6666666666667,278.7117550880164,1526926.0,36012.0,61097.0,3976.0,175.0,599.0,749.0,683,the-indian-garage-co,2.0
461118742005,298.0,158.0,431.0,359.0,212.0,344.0,134.0,537.0,324.0,239.0,67.0,10.0,259.4166666666667,152.8923913520007,2346719.0,57823.0,81438.0,6075.0,77.0,286.0,245.0,673,dennislingo-premium-attire,2.0
441136994004,778.0,23.0,7.0,11.0,20.0,32.0,36.0,29.0,18.0,39.0,49.0,17.0,88.25,217.55297160587224,2941839.0,100507.0,167406.0,6415.0,162.0,749.0,3.0,671,netplay,2.0
462323964072,1069.0,503.0,586.0,481.0,156.0,501.0,669.0,418.0,421.0,692.0,510.0,488.0,541.1666666666666,214.93374595794666,16088189.0,282173.0,486661.0,31617.0,355.0,1036.0,656.0,670,dennislingo-premium-attire,2.0
469157903052,863.0,267.0,314.0,447.0,103.0,389.0,794.0,54.0,203.0,117.0,8.0,53.0,301.0,282.8915629064189,5333938.0,130233.0,222321.0,8280.0,255.0,850.0,483.0,668,the-indian-garage-co,2.0
463292644002,314.0,75.0,230.0,295.0,201.0,5.0,28.0,96.0,301.0,88.0,9.0,13.0,137.91666666666666,122.44290568062796,1759704.0,57268.0,96781.0,6612.0,31.0,309.0,447.0,664,the-bear-house,3.0
464795292005,507.0,291.0,578.0,161.0,221.0,214.0,46.0,42.0,0.0,0.0,0.0,0.0,171.66666666666666,201.49862771169677,1769859.0,62934.0,104777.0,6409.0,134.0,503.0,18.0,655,dillinger,2.0
460698926002,800.0,66.0,284.0,382.0,255.0,858.0,1288.0,414.0,477.0,346.0,448.0,129.0,478.9166666666667,345.7167675038821,4092100.0,78876.0,129953.0,8704.0,203.0,782.0,430.0,652,the-indian-garage-co,2.0
460436284002,385.0,48.0,43.0,93.0,50.0,198.0,359.0,205.0,209.0,408.0,257.0,252.0,208.91666666666666,131.28072511941266,1393822.0,42734.0,64671.0,4933.0,128.0,377.0,633.0,649,the-indian-garage-co,2.0
469157903047,1034.0,255.0,220.0,426.0,194.0,307.0,718.0,33.0,188.0,142.0,12.0,54.0,298.5833333333333,301.70710008619994,4228707.0,94290.0,175745.0,7799.0,312.0,1008.0,798.0,645,the-indian-garage-co,2.0
465811489002,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.666666666666668,75.05553499465135,1379547.0,47834.0,178144.0,10890.0,29.0,260.0,9.0,642,lewel,1.0
469157903028,437.0,465.0,145.0,190.0,453.0,264.0,146.0,112.0,157.0,49.0,12.0,34.0,205.33333333333334,163.89926692017173,467328.0,23661.0,56111.0,2040.0,131.0,436.0,445.0,639,the-indian-garage-co,2.0
464731117001,208.0,121.0,78.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.583333333333336,67.2180418601669,2233184.0,93908.0,130637.0,7818.0,53.0,206.0,412.0,639,tistabene,1.0
461119035002,869.0,353.0,434.0,334.0,259.0,670.0,652.0,651.0,763.0,882.0,119.0,860.0,570.5,261.5997984430694,3718058.0,68455.0,107832.0,7842.0,232.0,854.0,134.0,634,dennislingo-premium-attire,2.0
469157903048,855.0,234.0,218.0,418.0,174.0,240.0,630.0,98.0,216.0,40.0,16.0,43.0,265.1666666666667,253.88072837934,4228707.0,94290.0,175745.0,7799.0,273.0,838.0,1330.0,625,the-indian-garage-co,2.0
462323964062,954.0,374.0,429.0,363.0,178.0,677.0,1360.0,765.0,681.0,976.0,753.0,672.0,681.8333333333334,322.8860855509637,14196518.0,207895.0,362341.0,25541.0,301.0,914.0,529.0,624,dennislingo-premium-attire,2.0
460698957003,82.0,21.0,23.0,67.0,17.0,83.0,160.0,117.0,184.0,319.0,70.0,54.0,99.75,86.69814405059766,304391.0,10854.0,15063.0,804.0,16.0,81.0,570.0,624,the-indian-garage-co,1.0
464344209001,231.0,115.0,88.0,62.0,3.0,9.0,16.0,22.0,1.0,7.0,1.0,0.0,46.25,69.66559735296508,929315.0,34420.0,51596.0,3390.0,87.0,228.0,0.0,622,tistabene,1.0
460698904004,697.0,32.0,137.0,592.0,9.0,91.0,325.0,278.0,149.0,382.0,451.0,277.0,285.0,217.60932466651832,5496264.0,108758.0,191931.0,16330.0,120.0,683.0,408.0,619,the-indian-garage-co,2.0
461725396005,666.0,701.0,381.0,214.0,181.0,313.0,415.0,366.0,402.0,329.0,120.0,194.0,356.8333333333333,180.0872684073592,6013580.0,185426.0,287864.0,21442.0,148.0,628.0,476.0,615,the-bear-house,2.0
460698917003,1749.0,1015.0,524.0,246.0,194.0,719.0,1773.0,1621.0,1324.0,761.0,819.0,184.0,910.75,590.3167293149423,3785172.0,109677.0,200571.0,15401.0,501.0,1714.0,193.0,615,the-indian-garage-co,2.0
462773657034,694.0,347.0,369.0,790.0,196.0,61.0,420.0,319.0,825.0,558.0,16.0,147.0,395.1666666666667,273.4589327098091,3731624.0,55019.0,105747.0,6468.0,240.0,658.0,1292.0,612,dennislingo-premium-attire,2.0
469157903027,504.0,469.0,143.0,315.0,371.0,300.0,242.0,88.0,128.0,52.0,9.0,45.0,222.16666666666666,169.62463014407768,467328.0,23661.0,56111.0,2040.0,158.0,497.0,454.0,610,the-indian-garage-co,2.0
469063068117,639.0,5.0,9.0,9.0,5.0,19.0,104.0,216.0,2.0,2.0,9.0,10.0,85.75,185.45233398859713,3161807.0,115084.0,223111.0,8888.0,230.0,628.0,509.0,603,the-indian-garage-co,2.0
461119035003,898.0,364.0,436.0,328.0,266.0,726.0,804.0,630.0,755.0,940.0,212.0,904.0,605.25,269.2721249456157,3718058.0,68455.0,107832.0,7842.0,263.0,864.0,571.0,603,dennislingo-premium-attire,2.0
441127000008,669.0,74.0,210.0,269.0,428.0,68.0,55.0,2.0,1.0,3.0,11.0,12.0,150.16666666666666,211.06002305821283,1802198.0,57600.0,108596.0,4522.0,127.0,627.0,36.0,601,netplay,1.0
441128205010,360.0,67.0,184.0,252.0,197.0,80.0,58.0,11.0,10.0,12.0,19.0,29.0,106.58333333333333,114.91851526849429,2076181.0,41566.0,80888.0,2888.0,53.0,330.0,7.0,600,netplay,1.0
460436284003,366.0,33.0,38.0,101.0,57.0,217.0,321.0,234.0,212.0,388.0,260.0,248.0,206.25,123.93115757621979,1393822.0,42734.0,64671.0,4933.0,127.0,357.0,344.0,594,the-indian-garage-co,2.0
465812611004,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,43.87862045841157,874416.0,22027.0,46762.0,3767.0,3.0,151.0,18.0,594,lewel,2.0
