productsku,sales_0,sales_1,sales_2,sales_3,sales_4,sales_5,sales_6,sales_7,sales_8,sales_9,sales_10,sales_11,avgSales,stddevSales,totalPLPViewsProductLevel,totalPLPClicksProductLevel,totalPDPCountProductLevel,totalATCProductLevel,totalReturns,totalUsers,totalAvailableQuantity,yQuantity,brandname,pricebucket
469220246001,10.0,4.0,7.0,10.0,11.0,22.0,111.0,7.0,0.0,0.0,0.0,0.0,15.166666666666666,30.865789633459396,114051.0,2242.0,2781.0,133.0,4.0,10.0,218.0,161,ketch,1.0
469034677002,135.0,32.0,38.0,50.0,33.0,244.0,86.0,19.0,26.0,8.0,16.0,78.0,63.75,67.34325234471258,397249.0,10219.0,15272.0,903.0,30.0,134.0,112.0,161,ketch,1.0
441137182022,640.0,4.0,41.0,2.0,0.0,0.0,2.0,10.0,3.0,8.0,3.0,2.0,59.583333333333336,183.12661210377385,4308738.0,103723.0,165514.0,6780.0,73.0,616.0,36.0,161,netplay,2.0
441133495002,320.0,11.0,85.0,101.0,29.0,74.0,292.0,46.0,11.0,7.0,4.0,1.0,81.75,110.2205433747184,366083.0,15490.0,17016.0,526.0,31.0,271.0,120.0,161,netplay,1.0
469220166003,37.0,8.0,0.0,95.0,7.0,15.0,64.0,3.0,0.0,0.0,0.0,0.0,19.083333333333332,30.84700761480567,257429.0,3987.0,5107.0,218.0,10.0,36.0,211.0,160,ketch,1.0
464654018006,202.0,65.0,22.0,30.0,29.0,191.0,91.0,51.0,3.0,0.0,0.0,0.0,57.0,71.11961754677819,1436086.0,32441.0,47762.0,2213.0,57.0,201.0,176.0,160,the-bear-house,3.0
460891413003,33.0,9.0,16.0,50.0,17.0,46.0,94.0,54.0,36.0,77.0,98.0,147.0,56.416666666666664,40.81768407606357,49234.0,2128.0,4087.0,176.0,13.0,33.0,95.0,160,the-indian-garage-co,2.0
460698893005,54.0,90.0,233.0,145.0,24.0,0.0,0.0,0.0,1.0,14.0,52.0,45.0,54.833333333333336,71.19222804023859,572625.0,27721.0,74730.0,3753.0,11.0,54.0,108.0,160,the-indian-garage-co,2.0
441146597004,202.0,14.0,55.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.833333333333332,58.59853137057172,777315.0,17817.0,36603.0,997.0,35.0,173.0,8.0,160,netplay,1.0
460918952003,287.0,132.0,45.0,0.0,0.0,1.0,1.0,6.0,12.0,32.0,92.0,122.0,60.833333333333336,86.32057937851451,1097864.0,16692.0,65030.0,4787.0,97.0,285.0,180.0,160,the-indian-garage-co,2.0
441136998001,222.0,7.0,5.0,5.0,7.0,13.0,19.0,14.0,21.0,40.0,30.0,12.0,32.916666666666664,60.48359406909573,1099289.0,44619.0,74572.0,3045.0,55.0,217.0,1.0,160,netplay,2.0
464795512002,314.0,33.0,94.0,235.0,103.0,70.0,72.0,10.0,0.0,0.0,0.0,0.0,77.58333333333333,101.04405729755469,1167448.0,30259.0,46349.0,3055.0,104.0,310.0,0.0,160,dillinger,2.0
441146587009,323.0,8.0,46.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,31.75,92.64705755029283,2276265.0,37971.0,54970.0,2040.0,52.0,237.0,18.0,160,netplay,1.0
441128205012,98.0,6.0,31.0,104.0,82.0,41.0,40.0,13.0,11.0,10.0,12.0,23.0,39.25,35.673073624488566,2076181.0,41566.0,80888.0,2888.0,15.0,95.0,1.0,160,netplay,1.0
465813964002,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,8.082903768654763,13323.0,782.0,8355.0,952.0,0.0,27.0,35.0,160,lewel,2.0
469234311007,194.0,114.0,118.0,92.0,74.0,165.0,79.0,81.0,107.0,0.0,0.0,0.0,85.33333333333333,62.22442276051091,873067.0,17024.0,50337.0,1755.0,51.0,192.0,81.0,160,british-club,2.0
469100768071,9.0,27.0,99.0,0.0,0.0,0.0,1.0,2.0,1.0,14.0,7.0,15.0,14.583333333333334,27.855008798266702,30857.0,1686.0,3845.0,155.0,4.0,9.0,227.0,160,hardsoda,1.0
462324117009,277.0,57.0,174.0,244.0,74.0,159.0,198.0,171.0,160.0,163.0,126.0,316.0,176.58333333333334,75.50612056266857,2421067.0,41735.0,66593.0,4116.0,78.0,267.0,915.0,160,dennislingo-premium-attire,2.0
441351487002,232.0,195.0,115.0,51.0,13.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,51.25,83.31116371771553,497686.0,33820.0,76046.0,2785.0,98.0,228.0,5.0,159,lee-cooper,2.0
441143087003,206.0,301.0,31.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,99.63798107512653,1140354.0,29104.0,39497.0,1785.0,48.0,200.0,140.0,159,dnmx,1.0
420325363002,165.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.833333333333332,48.4389650316079,620267.0,14099.0,22422.0,1315.0,44.0,154.0,48.0,159,ntwk,1.0
464176063004,1.0,0.0,4.0,10.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,5.583333333333333,12.5369151877263,2561.0,1139.0,1531.0,12.0,1.0,1.0,0.0,159,the-bear-house,3.0
461118587002,298.0,126.0,267.0,786.0,96.0,221.0,311.0,220.0,185.0,280.0,264.0,325.0,281.5833333333333,174.10000174055313,3523354.0,59988.0,84859.0,5991.0,88.0,286.0,1833.0,159,dennislingo-premium-attire,2.0
441133539001,136.0,10.0,18.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,38.814242934075814,509529.0,18321.0,28012.0,1081.0,15.0,132.0,64.0,159,netplay,2.0
441136997005,215.0,3.0,0.0,1.0,1.0,3.0,6.0,8.0,2.0,5.0,1.0,0.0,20.416666666666668,61.328413010808,2054573.0,83239.0,106838.0,2560.0,27.0,155.0,406.0,159,netplay,2.0
469220198003,53.0,9.0,9.0,125.0,44.0,108.0,90.0,1.0,0.0,0.0,0.0,0.0,36.583333333333336,46.93991969109087,132863.0,4236.0,5909.0,292.0,14.0,52.0,310.0,158,ketch,1.0
441145242012,75.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,21.43630452095583,807620.0,26035.0,37506.0,1337.0,23.0,73.0,45.0,158,netplay,1.0
441142088001,183.0,5.0,67.0,9.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,22.75,53.85523524817586,2547162.0,53340.0,71737.0,4105.0,33.0,176.0,3.0,158,netplay,2.0
441146587002,286.0,180.0,166.0,12.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,54.75,98.16046695450909,626015.0,20937.0,38048.0,1015.0,39.0,174.0,8.0,158,netplay,1.0
469100769195,82.0,15.0,126.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,22.0,6.0,22.083333333333332,40.02603319507609,204770.0,9805.0,15241.0,555.0,14.0,80.0,139.0,158,hardsoda,1.0
441146596006,271.0,19.0,108.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,80.39561272516396,3450353.0,117793.0,193174.0,6547.0,56.0,265.0,19.0,158,netplay,2.0
460698963004,214.0,5.0,0.0,0.0,65.0,266.0,900.0,122.0,25.0,52.0,66.0,296.0,167.58333333333334,252.97806528462405,1596896.0,49856.0,95802.0,4788.0,29.0,210.0,885.0,158,the-indian-garage-co,2.0
441132741026,200.0,10.0,181.0,47.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,37.083333333333336,72.97752871240363,2169690.0,38108.0,59887.0,2226.0,37.0,191.0,416.0,157,netplay,1.0
460698937001,447.0,93.0,91.0,105.0,89.0,276.0,435.0,263.0,102.0,253.0,312.0,259.0,227.08333333333334,131.5263252829039,3446593.0,68514.0,105550.0,8022.0,112.0,439.0,1408.0,157,the-indian-garage-co,2.0
460499963001,1002.0,269.0,183.0,13.0,18.0,61.0,352.0,206.0,187.0,112.0,31.0,69.0,208.58333333333334,271.6212129663906,7702932.0,186413.0,336808.0,25330.0,298.0,975.0,43.0,157,the-indian-garage-co,2.0
441146965019,39.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,11.25193586037801,497204.0,11628.0,17141.0,623.0,11.0,39.0,100.0,157,netplay,1.0
469194722001,160.0,29.0,4.0,0.0,1.0,0.0,1.0,4.0,15.0,64.0,0.0,0.0,23.166666666666668,47.05477143873419,1022960.0,29140.0,69500.0,5509.0,47.0,152.0,81.0,157,the-indian-garage-co,1.0
441146965020,40.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,11.410720636951265,497204.0,11628.0,17141.0,623.0,9.0,40.0,359.0,157,netplay,1.0
460918968004,129.0,87.0,235.0,106.0,41.0,10.0,121.0,100.0,5.0,48.0,12.0,68.0,80.16666666666667,65.41452901351967,353517.0,14598.0,31096.0,1976.0,29.0,114.0,119.0,157,the-indian-garage-co,2.0
469163319003,34.0,1.0,3.0,4.0,1.0,3.0,41.0,142.0,33.0,107.0,134.0,7.0,42.5,53.85586825457877,136413.0,1995.0,2917.0,229.0,7.0,33.0,118.0,157,ketch,1.0
